Bridge_ID,Location,Age (years),Material,Length (m),Width (m),Height (m),Traffic_Volume (vehicles/day),Weather_Conditions,Water_Flow_Rate (m³/s),Maintenance_History,Stress (MPa),Strain (%),Tensile_Strength (MPa),Rainfall (mm),Material_Composition,Bridge_Design,Construction_Quality,Temperature (°C),Humidity (%),Collapse_Status
4992,Region_2,15,Wood,1023.342334,27.46174617,54.92349235,5041.584158,Sunny,2495.749575,01-09-2023,49.9149915,4.99149915,599.319932,249.5749575,"Concrete 80%, Wood 20%",Truss,Good,9.931993199,49.9149915,Standing
4993,Region_3,8,Steel,1023.537354,27.46624662,54.93249325,5042.574257,Snowy,2496.249625,02-09-2023,49.9249925,4.99249925,599.39994,249.6249625,"Steel 70%, Concrete 30%",Arch,Good,9.939993999,49.9249925,Standing
4994,Region_4,10,Concrete,1023.732373,27.47074707,54.94149415,5043.564356,Cloudy,2496.749675,03-09-2023,49.9349935,4.99349935,599.479948,249.6749675,"Concrete 80%, Wood 20%",Beam,Good,9.947994799,49.9349935,Standing
4995,Region_5,38,Wood,1023.927393,27.47524752,54.95049505,5044.554455,Windy,2497.249725,04-09-2023,49.9449945,4.99449945,599.559956,249.7249725,"Concrete 80%, Wood 20%",Truss,Good,9.9559956,49.9449945,Standing
4996,Region_1,5,Steel,1024.122412,27.47974797,54.95949595,5045.544554,Rainy,2497.749775,05-09-2023,49.9549955,4.99549955,599.639964,249.7749775,"Steel 70%, Concrete 30%",Arch,Good,9.9639964,49.9549955,Standing
4997,Region_2,11,Concrete,1024.317432,27.48424842,54.96849685,5046.534653,Sunny,2498.249825,06-09-2023,49.9649965,4.99649965,599.719972,249.8249825,"Concrete 80%, Wood 20%",Beam,Good,9.9719972,49.9649965,Standing
4998,Region_3,34,Wood,1024.512451,27.48874887,54.97749775,5047.524752,Snowy,2498.749875,07-09-2023,49.9749975,4.99749975,599.79998,249.8749875,"Concrete 80%, Wood 20%",Truss,Good,9.979998,49.9749975,Standing
4999,Region_4,15,Steel,1024.707471,27.49324932,54.98649865,5048.514851,Cloudy,2499.249925,08-09-2023,49.9849985,4.99849985,599.879988,249.9249925,"Steel 70%, Concrete 30%",Arch,Good,9.9879988,49.9849985,Standing
5000,Region_5,8,Concrete,1024.90249,27.49774977,54.99549955,5049.50495,Windy,2499.749975,09-09-2023,49.9949995,4.99949995,599.959996,249.9749975,"Concrete 80%, Wood 20%",Beam,Good,9.9959996,49.9949995,Standing
5001,Region_1,42,Wood,1025.09751,27.50225023,55.00450045,5050.49505,Rainy,2500.250025,10-09-2023,50.0050005,5.00050005,600.040004,250.0250025,"Concrete 80%, Wood 20%",Truss,Good,10.0040004,50.0050005,Standing
5002,Region_2,0,Steel,1025.292529,27.50675068,55.01350135,5051.485149,Sunny,2500.750075,11-09-2023,50.0150015,5.00150015,600.120012,250.0750075,"Steel 70%, Concrete 30%",Arch,Good,10.0120012,50.0150015,Standing
5003,Region_3,31,Concrete,1025.487549,27.51125113,55.02250225,5052.475248,Snowy,2501.250125,12-09-2023,50.0250025,5.00250025,600.20002,250.1250125,"Concrete 80%, Wood 20%",Beam,Good,10.020002,50.0250025,Standing
5004,Region_4,15,Wood,1025.682568,27.51575158,55.03150315,5053.465347,Cloudy,2501.750175,13-09-2023,50.0350035,5.00350035,600.280028,250.1750175,"Concrete 80%, Wood 20%",Truss,Good,10.0280028,50.0350035,Standing
5005,Region_5,22,Steel,1025.877588,27.52025203,55.04050405,5054.455446,Windy,2502.250225,14-09-2023,50.0450045,5.00450045,600.360036,250.2250225,"Steel 70%, Concrete 30%",Arch,Good,10.0360036,50.0450045,Standing
5006,Region_1,13,Concrete,1026.072607,27.52475248,55.04950495,5055.445545,Rainy,2502.750275,15-09-2023,50.0550055,5.00550055,600.440044,250.2750275,"Concrete 80%, Wood 20%",Beam,Good,10.0440044,50.0550055,Standing
5007,Region_2,7,Wood,1026.267627,27.52925293,55.05850585,5056.435644,Sunny,2503.250325,16-09-2023,50.0650065,5.00650065,600.520052,250.3250325,"Concrete 80%, Wood 20%",Truss,Good,10.0520052,50.0650065,Standing
5008,Region_3,42,Steel,1026.462646,27.53375338,55.06750675,5057.425743,Snowy,2503.750375,17-09-2023,50.0750075,5.00750075,600.60006,250.3750375,"Steel 70%, Concrete 30%",Arch,Good,10.060006,50.0750075,Standing
5009,Region_4,48,Concrete,1026.657666,27.53825383,55.07650765,5058.415842,Cloudy,2504.250425,18-09-2023,50.0850085,5.00850085,600.680068,250.4250425,"Concrete 80%, Wood 20%",Beam,Good,10.0680068,50.0850085,Standing
5010,Region_5,30,Wood,1026.852685,27.54275428,55.08550855,5059.405941,Windy,2504.750475,19-09-2023,50.0950095,5.00950095,600.760076,250.4750475,"Concrete 80%, Wood 20%",Truss,Good,10.0760076,50.0950095,Standing
5011,Region_1,39,Steel,1027.047705,27.54725473,55.09450945,5060.39604,Rainy,2505.250525,20-09-2023,50.1050105,5.01050105,600.840084,250.5250525,"Steel 70%, Concrete 30%",Arch,Good,10.0840084,50.1050105,Standing
5012,Region_2,22,Concrete,1027.242724,27.55175518,55.10351035,5061.386139,Sunny,2505.750575,21-09-2023,50.1150115,5.01150115,600.920092,250.5750575,"Concrete 80%, Wood 20%",Beam,Good,10.0920092,50.1150115,Standing
5013,Region_3,37,Wood,1027.437744,27.55625563,55.11251125,5062.376238,Snowy,2506.250625,22-09-2023,50.1250125,5.01250125,601.0001,250.6250625,"Concrete 80%, Wood 20%",Truss,Good,10.10001,50.1250125,Standing
5014,Region_4,5,Steel,1027.632763,27.56075608,55.12151215,5063.366337,Cloudy,2506.750675,23-09-2023,50.1350135,5.01350135,601.080108,250.6750675,"Steel 70%, Concrete 30%",Arch,Good,10.1080108,50.1350135,Standing
5015,Region_5,5,Concrete,1027.827783,27.56525653,55.13051305,5064.356436,Windy,2507.250725,24-09-2023,50.1450145,5.01450145,601.160116,250.7250725,"Concrete 80%, Wood 20%",Beam,Good,10.1160116,50.1450145,Standing
5016,Region_1,6,Wood,1028.022802,27.56975698,55.13951395,5065.346535,Rainy,2507.750775,25-09-2023,50.1550155,5.01550155,601.240124,250.7750775,"Concrete 80%, Wood 20%",Truss,Good,10.1240124,50.1550155,Standing
5017,Region_2,34,Steel,1028.217822,27.57425743,55.14851485,5066.336634,Sunny,2508.250825,26-09-2023,50.1650165,5.01650165,601.320132,250.8250825,"Steel 70%, Concrete 30%",Arch,Good,10.1320132,50.1650165,Standing
5018,Region_3,17,Concrete,1028.412841,27.57875788,55.15751575,5067.326733,Snowy,2508.750875,27-09-2023,50.1750175,5.01750175,601.40014,250.8750875,"Concrete 80%, Wood 20%",Beam,Good,10.140014,50.1750175,Standing
5019,Region_4,36,Wood,1028.607861,27.58325833,55.16651665,5068.316832,Cloudy,2509.250925,28-09-2023,50.1850185,5.01850185,601.480148,250.9250925,"Concrete 80%, Wood 20%",Truss,Good,10.1480148,50.1850185,Standing
5020,Region_5,34,Steel,1028.80288,27.58775878,55.17551755,5069.306931,Windy,2509.750975,29-09-2023,50.1950195,5.01950195,601.560156,250.9750975,"Steel 70%, Concrete 30%",Arch,Good,10.1560156,50.1950195,Standing
5021,Region_1,4,Concrete,1028.9979,27.59225923,55.18451845,5070.29703,Rainy,2510.251025,30-09-2023,50.2050205,5.02050205,601.640164,251.0251025,"Concrete 80%, Wood 20%",Beam,Good,10.1640164,50.2050205,Standing
5022,Region_2,10,Wood,1029.192919,27.59675968,55.19351935,5071.287129,Sunny,2510.751075,01-10-2023,50.2150215,5.02150215,601.720172,251.0751075,"Concrete 80%, Wood 20%",Truss,Good,10.1720172,50.2150215,Standing
5023,Region_3,2,Steel,1029.387939,27.60126013,55.20252025,5072.277228,Snowy,2511.251125,02-10-2023,50.2250225,5.02250225,601.80018,251.1251125,"Steel 70%, Concrete 30%",Arch,Good,10.180018,50.2250225,Standing
5024,Region_4,34,Concrete,1029.582958,27.60576058,55.21152115,5073.267327,Cloudy,2511.751175,03-10-2023,50.2350235,5.02350235,601.880188,251.1751175,"Concrete 80%, Wood 20%",Beam,Good,10.1880188,50.2350235,Standing
5025,Region_5,48,Wood,1029.777978,27.61026103,55.22052205,5074.257426,Windy,2512.251225,04-10-2023,50.2450245,5.02450245,601.960196,251.2251225,"Concrete 80%, Wood 20%",Truss,Good,10.1960196,50.2450245,Standing
5026,Region_1,10,Steel,1029.972997,27.61476148,55.22952295,5075.247525,Rainy,2512.751275,05-10-2023,50.2550255,5.02550255,602.040204,251.2751275,"Steel 70%, Concrete 30%",Arch,Good,10.2040204,50.2550255,Standing
5027,Region_2,45,Concrete,1030.168017,27.61926193,55.23852385,5076.237624,Sunny,2513.251325,06-10-2023,50.2650265,5.02650265,602.120212,251.3251325,"Concrete 80%, Wood 20%",Beam,Good,10.2120212,50.2650265,Standing
5028,Region_3,28,Wood,1030.363036,27.62376238,55.24752475,5077.227723,Snowy,2513.751375,07-10-2023,50.2750275,5.02750275,602.20022,251.3751375,"Concrete 80%, Wood 20%",Truss,Good,10.220022,50.2750275,Standing
5029,Region_4,12,Steel,1030.558056,27.62826283,55.25652565,5078.217822,Cloudy,2514.251425,08-10-2023,50.2850285,5.02850285,602.280228,251.4251425,"Steel 70%, Concrete 30%",Arch,Good,10.2280228,50.2850285,Standing
5030,Region_5,11,Concrete,1030.753075,27.63276328,55.26552655,5079.207921,Windy,2514.751475,09-10-2023,50.2950295,5.02950295,602.360236,251.4751475,"Concrete 80%, Wood 20%",Beam,Good,10.2360236,50.2950295,Standing
5031,Region_1,38,Wood,1030.948095,27.63726373,55.27452745,5080.19802,Rainy,2515.251525,10-10-2023,50.3050305,5.03050305,602.440244,251.5251525,"Concrete 80%, Wood 20%",Truss,Good,10.2440244,50.3050305,Standing
5032,Region_2,42,Steel,1031.143114,27.64176418,55.28352835,5081.188119,Sunny,2515.751575,11-10-2023,50.3150315,5.03150315,602.520252,251.5751575,"Steel 70%, Concrete 30%",Arch,Good,10.2520252,50.3150315,Standing
5033,Region_3,9,Concrete,1031.338134,27.64626463,55.29252925,5082.178218,Snowy,2516.251625,12-10-2023,50.3250325,5.03250325,602.60026,251.6251625,"Concrete 80%, Wood 20%",Beam,Good,10.260026,50.3250325,Standing
5034,Region_4,41,Wood,1031.533153,27.65076508,55.30153015,5083.168317,Cloudy,2516.751675,13-10-2023,50.3350335,5.03350335,602.680268,251.6751675,"Concrete 80%, Wood 20%",Truss,Good,10.2680268,50.3350335,Standing
5035,Region_5,29,Steel,1031.728173,27.65526553,55.31053105,5084.158416,Windy,2517.251725,14-10-2023,50.3450345,5.03450345,602.760276,251.7251725,"Steel 70%, Concrete 30%",Arch,Good,10.2760276,50.3450345,Standing
5036,Region_1,18,Concrete,1031.923192,27.65976598,55.31953195,5085.148515,Rainy,2517.751775,15-10-2023,50.3550355,5.03550355,602.840284,251.7751775,"Concrete 80%, Wood 20%",Beam,Good,10.2840284,50.3550355,Standing
5037,Region_2,43,Wood,1032.118212,27.66426643,55.32853285,5086.138614,Sunny,2518.251825,16-10-2023,50.3650365,5.03650365,602.920292,251.8251825,"Concrete 80%, Wood 20%",Truss,Good,10.2920292,50.3650365,Standing
5038,Region_3,17,Steel,1032.313231,27.66876688,55.33753375,5087.128713,Snowy,2518.751875,17-10-2023,50.3750375,5.03750375,603.0003,251.8751875,"Steel 70%, Concrete 30%",Arch,Good,10.30003,50.3750375,Standing
5039,Region_4,17,Concrete,1032.508251,27.67326733,55.34653465,5088.118812,Cloudy,2519.251925,18-10-2023,50.3850385,5.03850385,603.080308,251.9251925,"Concrete 80%, Wood 20%",Beam,Good,10.3080308,50.3850385,Standing
5040,Region_5,40,Wood,1032.70327,27.67776778,55.35553555,5089.108911,Windy,2519.751975,19-10-2023,50.3950395,5.03950395,603.160316,251.9751975,"Concrete 80%, Wood 20%",Truss,Good,10.3160316,50.3950395,Standing
5041,Region_1,23,Steel,1032.89829,27.68226823,55.36453645,5090.09901,Rainy,2520.252025,20-10-2023,50.4050405,5.04050405,603.240324,252.0252025,"Steel 70%, Concrete 30%",Arch,Good,10.3240324,50.4050405,Standing
5042,Region_2,10,Concrete,1033.093309,27.68676868,55.37353735,5091.089109,Sunny,2520.752075,21-10-2023,50.4150415,5.04150415,603.320332,252.0752075,"Concrete 80%, Wood 20%",Beam,Good,10.3320332,50.4150415,Standing
5043,Region_3,21,Wood,1033.288329,27.69126913,55.38253825,5092.079208,Snowy,2521.252125,22-10-2023,50.4250425,5.04250425,603.40034,252.1252125,"Concrete 80%, Wood 20%",Truss,Good,10.340034,50.4250425,Standing
5044,Region_4,37,Steel,1033.483348,27.69576958,55.39153915,5093.069307,Cloudy,2521.752175,23-10-2023,50.4350435,5.04350435,603.480348,252.1752175,"Steel 70%, Concrete 30%",Arch,Good,10.3480348,50.4350435,Standing
5045,Region_5,19,Concrete,1033.678368,27.70027003,55.40054005,5094.059406,Windy,2522.252225,24-10-2023,50.4450445,5.04450445,603.560356,252.2252225,"Concrete 80%, Wood 20%",Beam,Good,10.3560356,50.4450445,Standing
5046,Region_1,4,Wood,1033.873387,27.70477048,55.40954095,5095.049505,Rainy,2522.752275,25-10-2023,50.4550455,5.04550455,603.640364,252.2752275,"Concrete 80%, Wood 20%",Truss,Good,10.3640364,50.4550455,Standing
5047,Region_2,38,Steel,1034.068407,27.70927093,55.41854185,5096.039604,Sunny,2523.252325,26-10-2023,50.4650465,5.04650465,603.720372,252.3252325,"Steel 70%, Concrete 30%",Arch,Good,10.3720372,50.4650465,Standing
5048,Region_3,20,Concrete,1034.263426,27.71377138,55.42754275,5097.029703,Snowy,2523.752375,27-10-2023,50.4750475,5.04750475,603.80038,252.3752375,"Concrete 80%, Wood 20%",Beam,Good,10.380038,50.4750475,Standing
5049,Region_4,16,Wood,1034.458446,27.71827183,55.43654365,5098.019802,Cloudy,2524.252425,28-10-2023,50.4850485,5.04850485,603.880388,252.4252425,"Concrete 80%, Wood 20%",Truss,Good,10.3880388,50.4850485,Standing
5050,Region_5,14,Steel,1034.653465,27.72277228,55.44554455,5099.009901,Windy,2524.752475,29-10-2023,50.4950495,5.04950495,603.960396,252.4752475,"Steel 70%, Concrete 30%",Arch,Good,10.3960396,50.4950495,Standing
5051,Region_1,14,Concrete,1034.848485,27.72727273,55.45454545,5100,Rainy,2525.252525,30-10-2023,50.50505051,5.050505051,604.040404,252.5252525,"Concrete 80%, Wood 20%",Beam,Good,10.4040404,50.50505051,Standing
5052,Region_2,13,Wood,1035.043504,27.73177318,55.46354635,5100.990099,Sunny,2525.752575,31-10-2023,50.51505151,5.051505151,604.120412,252.5752575,"Concrete 80%, Wood 20%",Truss,Good,10.4120412,50.51505151,Standing
5053,Region_3,47,Steel,1035.238524,27.73627363,55.47254725,5101.980198,Snowy,2526.252625,01-11-2023,50.52505251,5.052505251,604.20042,252.6252625,"Steel 70%, Concrete 30%",Arch,Good,10.420042,50.52505251,Standing
5054,Region_4,27,Concrete,1035.433543,27.74077408,55.48154815,5102.970297,Cloudy,2526.752675,02-11-2023,50.53505351,5.053505351,604.280428,252.6752675,"Concrete 80%, Wood 20%",Beam,Good,10.4280428,50.53505351,Standing
5055,Region_5,19,Wood,1035.628563,27.74527453,55.49054905,5103.960396,Windy,2527.252725,03-11-2023,50.54505451,5.054505451,604.360436,252.7252725,"Concrete 80%, Wood 20%",Truss,Good,10.4360436,50.54505451,Standing
5056,Region_1,0,Steel,1035.823582,27.74977498,55.49954995,5104.950495,Rainy,2527.752775,04-11-2023,50.55505551,5.055505551,604.440444,252.7752775,"Steel 70%, Concrete 30%",Arch,Good,10.4440444,50.55505551,Standing
5057,Region_2,8,Concrete,1036.018602,27.75427543,55.50855086,5105.940594,Sunny,2528.252825,05-11-2023,50.56505651,5.056505651,604.520452,252.8252825,"Concrete 80%, Wood 20%",Beam,Good,10.4520452,50.56505651,Standing
5058,Region_3,7,Wood,1036.213621,27.75877588,55.51755176,5106.930693,Snowy,2528.752875,06-11-2023,50.57505751,5.057505751,604.60046,252.8752875,"Concrete 80%, Wood 20%",Truss,Good,10.460046,50.57505751,Standing
5059,Region_4,34,Steel,1036.408641,27.76327633,55.52655266,5107.920792,Cloudy,2529.252925,07-11-2023,50.58505851,5.058505851,604.680468,252.9252925,"Steel 70%, Concrete 30%",Arch,Good,10.4680468,50.58505851,Standing
5060,Region_5,41,Concrete,1036.60366,27.76777678,55.53555356,5108.910891,Windy,2529.752975,08-11-2023,50.59505951,5.059505951,604.760476,252.9752975,"Concrete 80%, Wood 20%",Beam,Good,10.4760476,50.59505951,Standing
5061,Region_1,41,Wood,1036.79868,27.77227723,55.54455446,5109.90099,Rainy,2530.253025,09-11-2023,50.60506051,5.060506051,604.840484,253.0253025,"Concrete 80%, Wood 20%",Truss,Good,10.4840484,50.60506051,Standing
5062,Region_2,35,Steel,1036.993699,27.77677768,55.55355536,5110.891089,Sunny,2530.753075,10-11-2023,50.61506151,5.061506151,604.920492,253.0753075,"Steel 70%, Concrete 30%",Arch,Good,10.4920492,50.61506151,Standing
5063,Region_3,14,Concrete,1037.188719,27.78127813,55.56255626,5111.881188,Snowy,2531.253125,11-11-2023,50.62506251,5.062506251,605.0005001,253.1253125,"Concrete 80%, Wood 20%",Beam,Good,10.50005001,50.62506251,Standing
5064,Region_4,44,Wood,1037.383738,27.78577858,55.57155716,5112.871287,Cloudy,2531.753175,12-11-2023,50.63506351,5.063506351,605.0805081,253.1753175,"Concrete 80%, Wood 20%",Truss,Good,10.50805081,50.63506351,Standing
5065,Region_5,33,Steel,1037.578758,27.79027903,55.58055806,5113.861386,Windy,2532.253225,13-11-2023,50.64506451,5.064506451,605.1605161,253.2253225,"Steel 70%, Concrete 30%",Arch,Good,10.51605161,50.64506451,Standing
5066,Region_1,42,Concrete,1037.773777,27.79477948,55.58955896,5114.851485,Rainy,2532.753275,14-11-2023,50.65506551,5.065506551,605.2405241,253.2753275,"Concrete 80%, Wood 20%",Beam,Good,10.52405241,50.65506551,Standing
5067,Region_2,0,Wood,1037.968797,27.79927993,55.59855986,5115.841584,Sunny,2533.253325,15-11-2023,50.66506651,5.066506651,605.3205321,253.3253325,"Concrete 80%, Wood 20%",Truss,Good,10.53205321,50.66506651,Standing
5068,Region_3,25,Steel,1038.163816,27.80378038,55.60756076,5116.831683,Snowy,2533.753375,16-11-2023,50.67506751,5.067506751,605.4005401,253.3753375,"Steel 70%, Concrete 30%",Arch,Good,10.54005401,50.67506751,Standing
5069,Region_4,2,Concrete,1038.358836,27.80828083,55.61656166,5117.821782,Cloudy,2534.253425,17-11-2023,50.68506851,5.068506851,605.4805481,253.4253425,"Concrete 80%, Wood 20%",Beam,Good,10.54805481,50.68506851,Standing
5070,Region_5,0,Wood,1038.553855,27.81278128,55.62556256,5118.811881,Windy,2534.753475,18-11-2023,50.69506951,5.069506951,605.5605561,253.4753475,"Concrete 80%, Wood 20%",Truss,Good,10.55605561,50.69506951,Standing
5071,Region_1,4,Steel,1038.748875,27.81728173,55.63456346,5119.80198,Rainy,2535.253525,19-11-2023,50.70507051,5.070507051,605.6405641,253.5253525,"Steel 70%, Concrete 30%",Arch,Good,10.56405641,50.70507051,Standing
5072,Region_2,0,Concrete,1038.943894,27.82178218,55.64356436,5120.792079,Sunny,2535.753575,20-11-2023,50.71507151,5.071507151,605.7205721,253.5753575,"Concrete 80%, Wood 20%",Beam,Good,10.57205721,50.71507151,Standing
5073,Region_3,15,Wood,1039.138914,27.82628263,55.65256526,5121.782178,Snowy,2536.253625,21-11-2023,50.72507251,5.072507251,605.8005801,253.6253625,"Concrete 80%, Wood 20%",Truss,Good,10.58005801,50.72507251,Standing
5074,Region_4,23,Steel,1039.333933,27.83078308,55.66156616,5122.772277,Cloudy,2536.753675,22-11-2023,50.73507351,5.073507351,605.8805881,253.6753675,"Steel 70%, Concrete 30%",Arch,Good,10.58805881,50.73507351,Standing
5075,Region_5,40,Concrete,1039.528953,27.83528353,55.67056706,5123.762376,Windy,2537.253725,23-11-2023,50.74507451,5.074507451,605.9605961,253.7253725,"Concrete 80%, Wood 20%",Beam,Good,10.59605961,50.74507451,Standing
5076,Region_1,3,Wood,1039.723972,27.83978398,55.67956796,5124.752475,Rainy,2537.753775,24-11-2023,50.75507551,5.075507551,606.0406041,253.7753775,"Concrete 80%, Wood 20%",Truss,Good,10.60406041,50.75507551,Standing
5077,Region_2,26,Steel,1039.918992,27.84428443,55.68856886,5125.742574,Sunny,2538.253825,25-11-2023,50.76507651,5.076507651,606.1206121,253.8253825,"Steel 70%, Concrete 30%",Arch,Good,10.61206121,50.76507651,Standing
5078,Region_3,34,Concrete,1040.114011,27.84878488,55.69756976,5126.732673,Snowy,2538.753875,26-11-2023,50.77507751,5.077507751,606.2006201,253.8753875,"Concrete 80%, Wood 20%",Beam,Good,10.62006201,50.77507751,Standing
5079,Region_4,35,Wood,1040.309031,27.85328533,55.70657066,5127.722772,Cloudy,2539.253925,27-11-2023,50.78507851,5.078507851,606.2806281,253.9253925,"Concrete 80%, Wood 20%",Truss,Good,10.62806281,50.78507851,Standing
5080,Region_5,44,Steel,1040.50405,27.85778578,55.71557156,5128.712871,Windy,2539.753975,28-11-2023,50.79507951,5.079507951,606.3606361,253.9753975,"Steel 70%, Concrete 30%",Arch,Good,10.63606361,50.79507951,Standing
5081,Region_1,3,Concrete,1040.69907,27.86228623,55.72457246,5129.70297,Rainy,2540.254025,29-11-2023,50.80508051,5.080508051,606.4406441,254.0254025,"Concrete 80%, Wood 20%",Beam,Good,10.64406441,50.80508051,Standing
5082,Region_2,15,Wood,1040.894089,27.86678668,55.73357336,5130.693069,Sunny,2540.754075,30-11-2023,50.81508151,5.081508151,606.5206521,254.0754075,"Concrete 80%, Wood 20%",Truss,Good,10.65206521,50.81508151,Standing
5083,Region_3,13,Steel,1041.089109,27.87128713,55.74257426,5131.683168,Snowy,2541.254125,01-12-2023,50.82508251,5.082508251,606.6006601,254.1254125,"Steel 70%, Concrete 30%",Arch,Good,10.66006601,50.82508251,Standing
5084,Region_4,34,Concrete,1041.284128,27.87578758,55.75157516,5132.673267,Cloudy,2541.754175,02-12-2023,50.83508351,5.083508351,606.6806681,254.1754175,"Concrete 80%, Wood 20%",Beam,Good,10.66806681,50.83508351,Standing
5085,Region_5,1,Wood,1041.479148,27.88028803,55.76057606,5133.663366,Windy,2542.254225,03-12-2023,50.84508451,5.084508451,606.7606761,254.2254225,"Concrete 80%, Wood 20%",Truss,Good,10.67606761,50.84508451,Standing
5086,Region_1,49,Steel,1041.674167,27.88478848,55.76957696,5134.653465,Rainy,2542.754275,04-12-2023,50.85508551,5.085508551,606.8406841,254.2754275,"Steel 70%, Concrete 30%",Arch,Good,10.68406841,50.85508551,Standing
5087,Region_2,26,Concrete,1041.869187,27.88928893,55.77857786,5135.643564,Sunny,2543.254325,05-12-2023,50.86508651,5.086508651,606.9206921,254.3254325,"Concrete 80%, Wood 20%",Beam,Good,10.69206921,50.86508651,Standing
5088,Region_3,41,Wood,1042.064206,27.89378938,55.78757876,5136.633663,Snowy,2543.754375,06-12-2023,50.87508751,5.087508751,607.0007001,254.3754375,"Concrete 80%, Wood 20%",Truss,Good,10.70007001,50.87508751,Standing
5089,Region_4,27,Steel,1042.259226,27.89828983,55.79657966,5137.623762,Cloudy,2544.254425,07-12-2023,50.88508851,5.088508851,607.0807081,254.4254425,"Steel 70%, Concrete 30%",Arch,Good,10.70807081,50.88508851,Standing
5090,Region_5,34,Concrete,1042.454245,27.90279028,55.80558056,5138.613861,Windy,2544.754475,08-12-2023,50.89508951,5.089508951,607.1607161,254.4754475,"Concrete 80%, Wood 20%",Beam,Good,10.71607161,50.89508951,Standing
5091,Region_1,34,Wood,1042.649265,27.90729073,55.81458146,5139.60396,Rainy,2545.254525,09-12-2023,50.90509051,5.090509051,607.2407241,254.5254525,"Concrete 80%, Wood 20%",Truss,Good,10.72407241,50.90509051,Standing
5092,Region_2,31,Steel,1042.844284,27.91179118,55.82358236,5140.594059,Sunny,2545.754575,10-12-2023,50.91509151,5.091509151,607.3207321,254.5754575,"Steel 70%, Concrete 30%",Arch,Good,10.73207321,50.91509151,Standing
5093,Region_3,47,Concrete,1043.039304,27.91629163,55.83258326,5141.584158,Snowy,2546.254625,11-12-2023,50.92509251,5.092509251,607.4007401,254.6254625,"Concrete 80%, Wood 20%",Beam,Good,10.74007401,50.92509251,Standing
5094,Region_4,36,Wood,1043.234323,27.92079208,55.84158416,5142.574257,Cloudy,2546.754675,12-12-2023,50.93509351,5.093509351,607.4807481,254.6754675,"Concrete 80%, Wood 20%",Truss,Good,10.74807481,50.93509351,Standing
5095,Region_5,30,Steel,1043.429343,27.92529253,55.85058506,5143.564356,Windy,2547.254725,13-12-2023,50.94509451,5.094509451,607.5607561,254.7254725,"Steel 70%, Concrete 30%",Arch,Good,10.75607561,50.94509451,Standing
5096,Region_1,20,Concrete,1043.624362,27.92979298,55.85958596,5144.554455,Rainy,2547.754775,14-12-2023,50.95509551,5.095509551,607.6407641,254.7754775,"Concrete 80%, Wood 20%",Beam,Good,10.76407641,50.95509551,Standing
5097,Region_2,32,Wood,1043.819382,27.93429343,55.86858686,5145.544554,Sunny,2548.254825,15-12-2023,50.96509651,5.096509651,607.7207721,254.8254825,"Concrete 80%, Wood 20%",Truss,Good,10.77207721,50.96509651,Standing
5098,Region_3,8,Steel,1044.014401,27.93879388,55.87758776,5146.534653,Snowy,2548.754875,16-12-2023,50.97509751,5.097509751,607.8007801,254.8754875,"Steel 70%, Concrete 30%",Arch,Good,10.78007801,50.97509751,Standing
5099,Region_4,21,Concrete,1044.209421,27.94329433,55.88658866,5147.524752,Cloudy,2549.254925,17-12-2023,50.98509851,5.098509851,607.8807881,254.9254925,"Concrete 80%, Wood 20%",Beam,Good,10.78807881,50.98509851,Standing
5100,Region_5,22,Wood,1044.40444,27.94779478,55.89558956,5148.514851,Windy,2549.754975,18-12-2023,50.99509951,5.099509951,607.9607961,254.9754975,"Concrete 80%, Wood 20%",Truss,Good,10.79607961,50.99509951,Standing
5101,Region_1,30,Steel,1044.59946,27.95229523,55.90459046,5149.50495,Rainy,2550.255026,19-12-2023,51.00510051,5.100510051,608.0408041,255.0255026,"Steel 70%, Concrete 30%",Arch,Good,10.80408041,51.00510051,Standing
5102,Region_2,15,Concrete,1044.794479,27.95679568,55.91359136,5150.49505,Sunny,2550.755076,20-12-2023,51.01510151,5.101510151,608.1208121,255.0755076,"Concrete 80%, Wood 20%",Beam,Good,10.81208121,51.01510151,Standing
5103,Region_3,26,Wood,1044.989499,27.96129613,55.92259226,5151.485149,Snowy,2551.255126,21-12-2023,51.02510251,5.102510251,608.2008201,255.1255126,"Concrete 80%, Wood 20%",Truss,Good,10.82008201,51.02510251,Standing
5104,Region_4,47,Steel,1045.184518,27.96579658,55.93159316,5152.475248,Cloudy,2551.755176,22-12-2023,51.03510351,5.103510351,608.2808281,255.1755176,"Steel 70%, Concrete 30%",Arch,Good,10.82808281,51.03510351,Standing
5105,Region_5,9,Concrete,1045.379538,27.97029703,55.94059406,5153.465347,Windy,2552.255226,23-12-2023,51.04510451,5.104510451,608.3608361,255.2255226,"Concrete 80%, Wood 20%",Beam,Good,10.83608361,51.04510451,Standing
5106,Region_1,38,Wood,1045.574557,27.97479748,55.94959496,5154.455446,Rainy,2552.755276,24-12-2023,51.05510551,5.105510551,608.4408441,255.2755276,"Concrete 80%, Wood 20%",Truss,Good,10.84408441,51.05510551,Standing
5107,Region_2,7,Steel,1045.769577,27.97929793,55.95859586,5155.445545,Sunny,2553.255326,25-12-2023,51.06510651,5.106510651,608.5208521,255.3255326,"Steel 70%, Concrete 30%",Arch,Good,10.85208521,51.06510651,Standing
